#DroneDeploy	2.75.0
#Flight Recorder
Session ID	5b15bcec1fae218a83b7e76a
Session Start	06/04/2018 22:29:00
#Device
Device Model	iPhone
Device User Interface Idiom	iPhone	0
Device Operating System	iOS	11.4
Device SSID
#Aircraft
Aircraft Model	Inspire 1 Pro
Aircraft Name	inspire pro
Aircraft Firmware	1.11.01.50
#Aircraft Battery
Full Charge Volume (mAh)	4287
Remaining Life (%)	83
Discharges	69
#Components
Battery Cells Number	6
Battery Serial Number	5381145250473
Battery Firmware	03.09.00.00
Flight Controller Serial Number
Flight Controller Firmware	02.04.20.50
Gimbal Firmware	01.31.01.67
Remote Control Serial Number	03LL264834
Remote Control Firmware	1.2.0.17
Camera Serial Number
Date/Time (UTC)	Elapsed Time (sec)	Info	Device Latitude (Degrees)	Device Longitude (Degrees)	Device Location Last Updated (ms)	Aircraft Battery Power (%)	Aircraft Battery Charge (mAh)	Aircraft Battery Current (mA)	Aircraft Battery Voltage (mV)	Aircraft Battery Temperature (Fahrenheit)	Aircraft Battery Last Updated (ms)	Aircraft Battery Cell 1 Voltage	Aircraft Battery Cell 2 Voltage	Aircraft Battery Cell 3 Voltage	Aircraft Battery Cell 4 Voltage	Aircraft Battery Cell 5 Voltage	Aircraft Battery Cell 6 Voltage	Aircraft Battery Cell Voltage Last Updated (ms)	Aircraft Latitude (Degrees)	Aircraft Longitude (Degrees)	Aircraft Speed (mph)	Aircraft Barometric Altitude (ft)	Aircraft Heading (Degrees)	Aircraft Vel - X (mph)	Aircraft Vel - Y (mph)	Aircraft Vel - Z (mph)	Aircraft Pitch (Degrees)	Aircraft Roll (Degrees)	Aircraft Satellites	Aircraft Motors On	Aircraft Flying	Aircraft Flight Mode	Aircraft Flight Mode Value	Aircraft IMU Preheating	Aircraft Ultrasonic On	Aircraft Ultrasonic Altitude (ft)	Aircraft Vision On	Aircraft GPS Signal	Aircraft GPS Signal Value	Aircraft No-fly	Aircraft No-fly Value	Aircraft No-fly Latitude (Degrees)	Aircraft No-fly Longitude (Degrees)	Aircraft No-fly Radius (ft)	Home Latitude (Degrees)	Home Longitude (Degrees)	Aircraft Smart Go-home Flight Time Remaining (sec)	Aircraft Smart Go-home Flight Return Time (sec)	Aircraft Smart Go-home Landing Time (sec)	Aircraft Smart Go-home Return Power (%)	Aircraft Smart Go-home Landing Power (%)	Aircraft Smart Go-home Radius (ft)	Aircraft Smart Go-home Countdown (sec)	Aircraft Smart Go-home Requesting	Aircraft System State Last Updated (ms)	Gimbal Pitch (Degrees)	Gimbal Roll (Degrees)	Gimbal Yaw (Degrees)	Gimbal Mode	Gimbal Mode Value	Gimbal Pitch at Stop	Gimbal Roll at Stop	Gimbal Yaw at Stop	Gimbal Status Last Updated (ms)	Landing Gear is Movable	Landing Gear Status	Landing Gear Status Value	Landing Gear Mode	Landing Gear Mode Value	Landing Gear Last Updated (ms)	RC State	RC State Value	RC Left Horizontal	RC Left Vertical	RC Right Horizontal	RC Right Vertical	RC Left Wheel	RC Right Wheel	RC Landing Gear	RC Landing Gear Value	RC Go Home	RC Record 	RC Shutter	RC Playback	RC Pause	RC Custom 1	RC Custom 2	RC State Last Updated (ms)	RC Battery (%)	RC Battery State Last Updated (ms)	RC Sattelites	RC Horizontal Accuaracy (ft)	RC Latitude (Degrees)	RC Longitude (Degrees)	RC GSP Data is Valid	RC GPS State Last Updated (ms)	RC Signal 1	RC Signal 2	RC Signal Last Updated (ms)	LB Signal 1	LB Signal 2	LB Signal Last Updated (ms)	Aircraft Camera Mode	Aircraft Camera Mode Value	Aircraft Camera Overheated	Aircraft Camera Sensor Error	Aircraft Camera Recording	Aircraft Camera Raw Capture	Aircraft Camera Interval Capture	Aircraft Camera Burst Capture	Aircraft Camera Single Capture	Aircraft Camera Storing Photo	Aircraft Camera State Last Updated (ms)	Aircraft Camera SD Card Exists	Aircraft Camera SD Card Remaining (%)	Aircraft Camera SD Card State Last Updated (ms)	Aircraft Camera Changeable Lens Supported	Aircraft Camera Lens Installed	Aircraft Camera Lens Type	Aircraft Camera Lens AF Enabled	Aircraft Camera Lens Focus Mode	Aircraft Camera Lens Focus Mode Value	Aircraft Camera Lens Focus Status	Aircraft Camera Lens Focus Status Value	Aircraft Camera Lens MF Assistant	Aircraft Camera Lens AF Assistant	Aircraft Camera Lens Assistant Working	Aircraft Camera Lens State Last Updated (ms)	Device > Aircraft Distance - XY (ft)
06/04/2018 22:29:36	35.914		37.77177978532367	-122.4074720564078	35911	93	3986	-14717	22330	80	206	3693	3688	3700	3682	3679	3687	0	37.77163350930576	-122.4073274628347	1.20463	65.6168	-165.1	1.118471	-0.4473884	2.908024	3.2	17.1	16	1	1	F-WP	14	0	0	10.82677	0	Very Strong	5	Fly Zone ClassB Air Space	16	37.63616943359375	-122.3730926513672	55849	37.77182571595883	-122.4073950495943	705	2	7	15	10	9833	0	0	96	-89.90000152587891	0	171.6999969482422	Yaw Follow	2	0	0	0	96	1	Retracted	2	Auto	2	0	1	0	0	0	0	0	0	0	Retract	0	0	0	0	0	0	0	0	86	89	295	8	3.543307	37.7717664	-122.4074496	1	86	N/A	N/A	No Data	N/A	N/A	No Data	Shoot Photo	0	0	0	0	0	1	0	0	1	95	1	99.58055	95	1	0	Unknown	0	Manual	0	Idle	0	0	0	0	No Data	67.70620044332986
06/04/2018 22:29:36	36.013		37.77177978532367	-122.4074720564078	36010	93	3986	-14717	22330	80	306	3693	3688	3700	3682	3679	3687	0	37.77163473520071	-122.4073287252407	1.92429	64.30447	-149.6	1.565859	-1.118471	2.013248	1.7	20.8	16	1	1	F-WP	14	0	0	9.84252	0	Very Strong	5	Fly Zone ClassB Air Space	16	37.63616943359375	-122.3730926513672	55849	37.77182571595883	-122.4073950495943	705	2	6	15	10	9833	0	0	0	-89.90000152587891	0	176.6999969482422	Yaw Follow	2	0	0	0	97	1	Retracted	2	Auto	2	0	1	0	0	0	0	0	0	0	Retract	0	0	0	0	0	0	0	0	97	89	394	8	3.543307	37.7717664	-122.4074496	1	186	N/A	N/A	No Data	N/A	N/A	No Data	Shoot Photo	0	0	0	0	0	1	0	1	1	97	1	99.58055	97	1	0	Unknown	0	Manual	0	Idle	0	0	0	0	No Data	66.76921787808099
06/04/2018 22:29:36	36.114		37.77177978532367	-122.4074720564078	36111	93	3986	-14717	22330	80	406	3693	3688	3700	3682	3679	3687	0	37.77163559737437	-122.4073293615442	2.236942	64.30447	-141	1.789554	-1.342165	1.565859	2.3	20.6	16	1	1	F-WP	14	0	0	9.514436	0	Very Strong	5	Fly Zone ClassB Air Space	16	37.63616943359375	-122.3730926513672	55849	37.77182571595883	-122.4073950495943	705	2	6	15	10	9833	0	0	99	-89.90000152587891	0	-177	Yaw Follow	2	0	0	0	99	1	Retracted	2	Auto	2	0	1	0	0	0	0	0	0	0	Retract	0	0	0	0	0	0	0	0	99	89	495	8	3.543307	37.7717664	-122.4074496	1	286	N/A	N/A	No Data	N/A	N/A	No Data	Shoot Photo	0	0	0	0	0	1	0	1	1	99	1	99.58055	99	1	0	Unknown	0	Manual	0	Idle	0	0	0	0	No Data	66.76921787808099
06/04/2018 22:29:36	36.213		37.77177978532367	-122.4074720564078	36210	93	3986	-14717	22330	80	506	3693	3688	3700	3682	3679	3687	0	37.77163666682758	-122.407330411486	2.730536	63.97638	-132.9	2.236942	-1.565859	1.118471	1.8	20.2	16	1	1	F-WP	14	0	0	9.514436	0	Very Strong	5	Fly Zone ClassB Air Space	16	37.63616943359375	-122.3730926513672	55849	37.77182571595883	-122.4073950495943	705	2	6	15	10	9833	0	0	88	-89.90000152587891	-0.1000000014901161	-169.3999938964844	Yaw Follow	2	0	0	0	89	1	Retracted	2	Auto	2	0	1	0	0	0	0	0	0	0	Retract	0	0	0	0	0	0	0	0	89	89	594	8	3.543307	37.7717664	-122.4074496	1	386	N/A	N/A	No Data	N/A	N/A	No Data	Shoot Photo	0	0	0	0	0	1	0	1	1	90	1	99.58055	90	1	0	Unknown	0	Manual	0	Idle	0	0	0	0	No Data	66.27549197921063
06/04/2018 22:29:36	36.313		37.77177978532367	-122.4074720564078	36310	93	3986	-14717	22330	80	89	3753	3782	3782	3783	3754	3770	0	37.77163774036323	-122.4073313414337	3.226163	63.6483	-125.4	2.68433	-1.789554	0.6710826	0.1	19.5	16	1	1	F-WP	14	0	0	9.186352	0	Very Strong	5	Fly Zone ClassB Air Space	16	37.63616943359375	-122.3730926513672	55849	37.77182571595883	-122.4073950495943	705	2	6	15	10	9833	0	0	87	-90	-0.1000000014901161	-161	Yaw Follow	2	0	0	0	89	1	Retracted	2	Auto	2	0	1	0	0	0	0	0	0	0	Retract	0	0	0	0	0	0	0	0	88	89	694	8	3.543307	37.7717664	-122.4074496	1	486	N/A	N/A	No Data	N/A	N/A	No Data	Shoot Photo	0	0	0	0	0	1	0	1	1	89	1	99.58055	89	1	0	Unknown	0	Manual	0	Idle	0	0	0	0	No Data	65.80203131205589
06/04/2018 22:29:36	36.414		37.77177978532367	-122.4074720564078	36411	93	3986	-14717	22330	80	189	3753	3782	3782	3783	3754	3770	0	37.77163962647273	-122.4073328246711	3.606961	63.6483	-118.8	3.131719	-1.789554	0	-4	18.2	16	1	1	F-WP	14	0	0	9.186352	0	Very Strong	5	Fly Zone ClassB Air Space	16	37.63616943359375	-122.3730926513672	55849	37.77182571595883	-122.4073950495943	705	2	6	15	10	9833	0	0	94	-90	-0.1000000014901161	-152.1000061035156	Yaw Follow	2	0	0	0	95	1	Retracted	2	Auto	2	0	1	0	0	0	0	0	0	0	Retract	0	0	0	0	0	0	0	0	94	89	795	8	3.543307	37.7717664	-122.4074496	1	587	N/A	N/A	No Data	N/A	N/A	No Data	Shoot Photo	0	0	0	0	0	1	0	1	1	95	1	99.58055	95	1	0	Unknown	0	Manual	0	Idle	0	0	0	0	No Data	64.99718122409364
06/04/2018 22:29:36	36.514		37.77177978532367	-122.4074720564078	36511	93	3986	-14717	22330	80	289	3753	3782	3782	3783	3754	3770	0	37.77164098741258	-122.40733384463	3.91305	63.6483	-112.1	3.355413	-2.013248	0	-8.200000000000001	15.8	16	1	1	F-WP	14	0	0	8.858268	0	Very Strong	5	Fly Zone ClassB Air Space	16	37.63616943359375	-122.3730926513672	55849	37.77182571595883	-122.4073950495943	705	2	6	15	10	9833	0	0	87	-90	0	-143.6999969482422	Yaw Follow	2	0	0	0	88	1	Retracted	2	Auto	2	0	1	0	0	0	0	0	0	0	Retract	0	0	0	0	0	0	0	0	88	89	895	8	3.543307	37.7717664	-122.4074496	1	686	N/A	N/A	No Data	N/A	N/A	No Data	Shoot Photo	0	0	0	0	0	1	0	0	1	89	1	99.58055	89	1	0	Unknown	0	Manual	0	Idle	0	0	0	0	No Data	64.42552123023003
06/04/2018 22:29:37	36.614		37.77177978532367	-122.4074720564078	36611	93	3986	-14717	22330	80	389	3753	3782	3782	3783	3754	3770	0	37.77164317157212	-122.4073347298641	4.10648	63.97638	-104.8	3.579107	-2.013248	-0.4473884	-10.7	12.9	16	1	1	F-WP	14	0	0	8.858268	0	Very Strong	5	Fly Zone ClassB Air Space	16	37.63616943359375	-122.3730926513672	55849	37.77182571595883	-122.4073950495943	705	2	6	15	10	9833	0	0	92	-89.90000152587891	0	-128.5	Yaw Follow	2	0	0	0	92	1	Retracted	2	Auto	2	0	1	0	0	0	0	0	0	0	Retract	0	0	0	0	0	0	0	0	93	89	995	8	3.543307	37.7717664	-122.4074496	1	786	N/A	N/A	No Data	N/A	N/A	No Data	Shoot Photo	0	0	0	0	0	1	0	0	1	188	1	99.58055	188	1	0	Unknown	0	Manual	0	Idle	0	0	0	0	No Data	63.64354905276078
06/04/2018 22:29:37	36.713		37.77177978532367	-122.4074720564078	36710	93	3986	-14717	22330	80	488	3753	3782	3782	3783	3754	3770	0	37.7716449875418	-122.4073358040336	4.220654	64.30447	-97	3.579107	-2.236942	-0.4473884	-11.9	9.4	16	1	1	F-WP	14	0	0	8.858268	0	Very Strong	5	Fly Zone ClassB Air Space	16	37.63616943359375	-122.3730926513672	55849	37.77182571595883	-122.4073950495943	705	2	6	15	10	9833	0	0	69	-89.90000152587891	0	-121.4000015258789	Yaw Follow	2	0	0	0	69	1	Retracted	2	Auto	2	0	1	0	0	0	0	0	0	0	Retract	0	0	0	0	0	0	0	0	69	89	69	8	3.543307	37.7717664	-122.4074496	1	886	N/A	N/A	No Data	N/A	N/A	No Data	Shoot Photo	0	0	0	0	0	1	0	0	1	69	1	99.57727	69	1	0	Unknown	0	Manual	0	Idle	0	0	0	0	No Data	62.93322509935392
06/04/2018 22:29:37	36.814		37.77177978532367	-122.4074720564078	36811	93	3986	-14717	22330	80	69	3753	3782	3782	3783	3754	3770	0	37.77164703293751	-122.4073368592045	4.343356	64.30447	-88.60000000000001	3.579107	-2.460636	-0.2236942	-11.3	6.100000000000001	17	1	1	F-WP	14	0	0	8.858268	0	Very Strong	5	Fly Zone ClassB Air Space	16	37.63616943359375	-122.3730926513672	55849	37.77182571595883	-122.4073950495943	705	2	6	15	10	9833	0	0	68	-89.90000152587891	0	-114.1999969482422	Yaw Follow	2	0	0	0	68	1	Retracted	2	Auto	2	0	1	0	0	0	0	0	0	0	Retract	0	0	0	0	0	0	0	0	68	89	170	8	3.543307	37.7717664	-122.4074496	1	986	N/A	N/A	No Data	N/A	N/A	No Data	Shoot Photo	0	0	0	0	0	1	0	0	1	69	1	99.57399	69	1	0	Unknown	0	Manual	0	Idle	0	0	0	0	No Data	62.16182548538427
06/04/2018 22:29:37	36.914		37.77177978532367	-122.4074720564078	36911	93	3986	-14717	22330	80	169	3753	3782	3782	3783	3754	3770	0	37.77164852319332	-122.4073382074622	4.473884	63.97638	-80	3.579107	-2.68433	0	-10	3	17	1	1	F-WP	14	0	0	8.858268	0	Very Strong	5	Fly Zone ClassB Air Space	16	37.63616943359375	-122.3730926513672	55849	37.77182571595883	-122.4073950495943	705	2	6	15	10	9833	0	0	68	-89.90000152587891	0	-106.9000015258789	Yaw Follow	2	0	0	0	68	1	Retracted	2	Auto	2	0	1	0	0	0	0	0	0	0	Retract	0	0	0	0	0	0	0	0	68	89	270	8	3.543307	37.7717664	-122.4074496	1	68	N/A	N/A	No Data	N/A	N/A	No Data	Shoot Photo	0	0	0	0	0	1	0	0	1	68	1	99.57072	68	1	0	Unknown	0	Manual	0	Idle	0	0	0	0	No Data	61.49481042534814
06/04/2018 22:29:37	37.013		37.77177978532367	-122.4074720564078	37010	93	3986	-14717	22330	80	268	3753	3782	3782	3783	3754	3770	0	37.77165090103582	-122.4073394261036	4.473884	63.97638	-71.10000000000001	3.579107	-2.68433	0	-7.300000000000001	0.3	17	1	1	F-WP	14	0	0	8.858268	0	Very Strong	5	Fly Zone ClassB Air Space	16	37.63616943359375	-122.3730926513672	55849	37.77182571595883	-122.4073950495943	705	2	6	15	10	9833	0	0	69	-89.90000152587891	0	-99.30000305175781	Yaw Follow	2	0	0	0	68	1	Retracted	2	Auto	2	0	1	0	0	0	0	0	0	0	Retract	0	0	0	0	0	0	0	0	69	89	369	8	3.543307	37.7717664	-122.4074496	1	168	N/A	N/A	No Data	N/A	N/A	No Data	Shoot Photo	0	0	0	0	0	1	0	0	1	68	1	99.56744	68	1	0	Unknown	0	Manual	0	Idle	0	0	0	0	No Data	60.60075794671087
06/04/2018 22:29:37	37.114		37.77177978532367	-122.4074720564078	37111	93	3986	-14717	22330	80	369	3753	3782	3782	3783	3754	3770	0	37.77165235704832	-122.4073408484235	4.297025	63.6483	-62.3	3.355413	-2.68433	0	-4.5	-1.8	17	1	1	F-WP	14	0	0	8.858268	0	Very Strong	5	Fly Zone ClassB Air Space	16	37.63616943359375	-122.3730926513672	55849	37.77182571595883	-122.4073950495943	705	2	6	15	10	9833	0	0	55	-89.90000152587891	0	-91.40000152587891	Yaw Follow	2	0	0	0	55	1	Retracted	2	Auto	2	0	1	0	0	0	0	0	0	0	Retract	0	0	0	0	0	0	0	0	56	89	470	8	3.543307	37.7717664	-122.4074496	1	269	N/A	N/A	No Data	N/A	N/A	No Data	Shoot Photo	0	0	0	0	0	1	0	0	1	55	1	99.56416	55	1	0	Unknown	0	Manual	0	Idle	0	0	0	0	No Data	59.9300500964499
06/04/2018 22:29:37	37.214		37.77177978532367	-122.4074720564078	37211	93	3986	-14717	22330	80	468	3753	3782	3782	3783	3754	3770	0	37.7716541712847	-122.4073421560162	4.297025	63.6483	-55	3.355413	-2.68433	0	-1.9	-3.9	17	1	1	F-WP	14	0	0	8.858268	0	Very Strong	5	Fly Zone ClassB Air Space	16	37.63616943359375	-122.3730926513672	55849	37.77182571595883	-122.4073950495943	705	2	6	15	10	9833	0	0	70	-89.90000152587891	0	-83.40000152587891	Yaw Follow	2	0	0	0	70	1	Retracted	2	Auto	2	0	1	0	0	0	0	0	0	0	Retract	0	0	0	0	0	0	0	0	70	89	570	8	3.543307	37.7717664	-122.4074496	1	368	N/A	N/A	No Data	N/A	N/A	No Data	Shoot Photo	0	0	0	0	0	1	0	0	1	70	1	99.56416	70	1	0	Unknown	0	Manual	0	Idle	0	0	0	0	No Data	59.17946207479453
06/04/2018 22:29:37	37.314		37.77177978532367	-122.4074720564078	37311	93	3986	-13061	22354	80	62	3703	3715	3725	3745	3718	3774	0	37.77165610516298	-122.4073432702939	3.957554	63.32021	-49.7	2.908024	-2.68433	0	0	-5.5	17	1	1	F-WP	14	0	0	8.858268	0	Very Strong	5	Fly Zone ClassB Air Space	16	37.63616943359375	-122.3730926513672	55849	37.77182571595883	-122.4073950495943	705	2	6	15	10	9833	0	0	62	-89.90000152587891	0	-76.19999694824219	Yaw Follow	2	0	0	0	61	1	Retracted	2	Auto	2	0	1	0	0	0	0	0	0	0	Retract	0	0	0	0	0	0	0	0	62	89	670	8	3.543307	37.7717664	-122.4074496	1	468	N/A	N/A	No Data	N/A	N/A	No Data	Shoot Photo	0	0	0	0	0	1	0	0	1	61	1	99.56089	61	1	0	Unknown	0	Manual	0	Idle	0	0	0	0	No Data	58.4311228113252
06/04/2018 22:29:37	37.413		37.77177978532367	-122.4074720564078	37410	93	3986	-13061	22354	80	162	3703	3715	3725	3745	3718	3774	0	37.77165787622762	-122.4073445707261	3.809375	63.32021	-46	2.908024	-2.460636	0	0.6000000000000001	-6.100000000000001	17	1	1	F-WP	14	0	0	8.858268	0	Very Strong	5	Fly Zone ClassB Air Space	16	37.63616943359375	-122.3730926513672	55849	37.77182571595883	-122.4073950495943	705	2	6	15	10	9833	0	0	65	-90	0	-69.90000152587891	Yaw Follow	2	0	0	0	65	1	Retracted	2	Auto	2	0	1	0	0	0	0	0	0	0	Retract	0	0	0	0	0	0	0	0	66	89	769	8	3.543307	37.7717664	-122.4074496	1	568	N/A	N/A	No Data	N/A	N/A	No Data	Shoot Photo	0	0	0	0	0	1	0	0	1	65	1	99.55761	65	1	0	Unknown	0	Manual	0	Idle	0	0	0	0	No Data	57.69466711378139
06/04/2018 22:29:37	37.514		37.77177978532367	-122.4074720564078	37511	93	3986	-13061	22354	80	262	3703	3715	3725	3745	3718	3774	0	37.77165903387803	-122.4073460115522	3.957554	63.32021	-43.7	2.68433	-2.908024	-0.4473884	0.3	-6	17	1	1	F-WP	14	0	0	9.186352	0	Very Strong	5	Fly Zone ClassB Air Space	16	37.63616943359375	-122.3730926513672	55849	37.77182571595883	-122.4073950495943	705	2	6	15	10	9833	0	0	53	-89.90000152587891	0	-64.80000305175781	Yaw Follow	2	0	0	0	53	1	Retracted	2	Auto	2	0	1	0	0	0	0	0	0	0	Retract	0	0	0	0	0	0	0	0	54	89	870	8	3.543307	37.7717664	-122.4074496	1	668	N/A	N/A	No Data	N/A	N/A	No Data	Shoot Photo	0	0	0	0	0	1	0	0	1	53	1	99.55433	53	1	0	Unknown	0	Manual	0	Idle	0	0	0	0	No Data	57.10431681126492
06/04/2018 22:29:38	37.614		37.77177978532367	-122.4074720564078	37611	93	3986	-13061	22354	80	362	3703	3715	3725	3745	3718	3774	0	37.77166093387551	-122.4073468232534	3.641478	62.99213	-42.2	2.460636	-2.68433	-0.4473884	-0.3	-5	17	1	1	F-WP	14	0	0	9.186352	0	Very Strong	5	Fly Zone ClassB Air Space	16	37.63616943359375	-122.3730926513672	55849	37.77182571595883	-122.4073950495943	705	2	6	15	10	9833	0	0	66	-90	0	-60.90000152587891	Yaw Follow	2	0	0	0	66	1	Retracted	2	Auto	2	0	1	0	0	0	0	0	0	0	Retract	0	0	0	0	0	0	0	0	66	89	970	8	3.543307	37.7717664	-122.4074496	1	768	N/A	N/A	No Data	N/A	N/A	No Data	Shoot Photo	0	0	0	0	0	1	0	0	1	66	1	99.55433	66	1	0	Unknown	0	Manual	0	Idle	0	0	0	0	No Data	56.42246340262376
06/04/2018 22:29:38	37.714		37.77177978532367	-122.4074720564078	37711	93	3986	-13061	22354	80	462	3703	3715	3725	3745	3718	3774	0	37.77166193072586	-122.4073482379946	3.494215	62.99213	-41.5	2.236942	-2.68433	-0.6710826	-1.9	-4.600000000000001	17	1	1	F-WP	14	0	0	9.514436	0	Very Strong	5	Fly Zone ClassB Air Space	16	37.63616943359375	-122.3730926513672	55849	37.77182571595883	-122.4073950495943	705	2	6	15	10	9833	0	0	45	-90	0	-58	Yaw Follow	2	0	0	0	45	1	Retracted	2	Auto	2	0	1	0	0	0	0	0	0	0	Retract	0	0	0	0	0	0	0	0	45	89	46	8	3.543307	37.7717664	-122.4074496	1	868	N/A	N/A	No Data	N/A	N/A	No Data	Shoot Photo	0	0	0	0	0	1	0	0	1	45	1	99.55433	45	1	0	Unknown	0	Manual	0	Idle	0	0	0	0	No Data	55.88171455646065
06/04/2018 22:29:38	37.813		37.77177978532367	-122.4074720564078	37810	93	3986	-13061	22354	80	58	3703	3715	3725	3745	3718	3774	0	37.77166321275396	-122.4073491738791	3.479865	62.99213	-41.1	2.460636	-2.460636	-0.6710826	-4	-4.2	17	1	1	F-WP	14	0	0	9.514436	0	Very Strong	5	Fly Zone ClassB Air Space	16	37.63616943359375	-122.3730926513672	55849	37.77182571595883	-122.4073950495943	705	2	6	15	10	9833	0	0	54	-89.90000152587891	0	-55.79999923706055	Yaw Follow	2	0	0	0	54	1	Retracted	2	Auto	2	0	1	0	0	0	0	0	0	0	Retract	0	0	0	0	0	0	0	0	54	89	145	8	3.543307	37.7717664	-122.4074496	1	968	N/A	N/A	No Data	N/A	N/A	No Data	Shoot Photo	0	0	0	0	0	1	0	0	1	54	1	99.55433	54	1	0	Unknown	0	Manual	0	Idle	0	0	0	0	No Data	55.3499972158487
06/04/2018 22:29:38	37.913		37.77177978532367	-122.4074720564078	37910	93	3986	-13061	22354	80	158	3703	3715	3725	3745	3718	3774	0	37.77166471391756	-122.4073501893759	3.494215	62.99213	-41	2.236942	-2.68433	-0.8947768	-5.800000000000001	-4.800000000000001	17	1	1	F-WP	14	0	0	9.84252	0	Very Strong	5	Fly Zone ClassB Air Space	16	37.63616943359375	-122.3730926513672	55849	37.77182571595883	-122.4073950495943	705	2	6	15	10	9833	0	0	50	-89.90000152587891	0	-54.20000076293945	Yaw Follow	2	0	0	0	49	1	Retracted	2	Auto	2	0	1	0	0	0	0	0	0	0	Retract	0	0	0	0	0	0	0	0	50	89	245	8	3.543307	37.7717696	-122.4074496	1	50	N/A	N/A	No Data	N/A	N/A	No Data	Shoot Photo	0	0	0	0	0	1	0	1	1	49	1	99.55433	49	1	0	Unknown	0	Manual	0	Idle	0	0	0	0	No Data	54.74253312846138
06/04/2018 22:29:38	38.014		37.77177978532367	-122.4074720564078	38011	93	3986	-13061	22354	80	258	3703	3715	3725	3745	3718	3774	0	37.77166604294222	-122.4073508969444	3.479865	62.99213	-40.7	2.460636	-2.460636	-0.8947768	-7.100000000000001	-4.7	17	1	1	F-WP	14	0	0	10.1706	0	Very Strong	5	Fly Zone ClassB Air Space	16	37.63616943359375	-122.3730926513672	55849	37.77182571595883	-122.4073950495943	705	2	6	15	10	9833	0	0	50	-89.90000152587891	0	-52.90000152587891	Yaw Follow	2	0	0	0	50	1	Retracted	2	Auto	2	0	1	0	0	0	0	0	0	0	Retract	0	0	0	0	0	0	0	0	50	89	346	8	3.543307	37.7717696	-122.4074496	1	151	N/A	N/A	No Data	N/A	N/A	No Data	Shoot Photo	0	0	0	0	0	1	0	1	1	50	1	99.55433	50	1	0	Unknown	0	Manual	0	Idle	0	0	0	0	No Data	54.24069348913573
06/04/2018 22:29:38	38.113		37.77177978532367	-122.4074720564078	38110	93	3986	-13061	22354	80	358	3703	3715	3725	3745	3718	3774	0	37.77166701411634	-122.4073522160753	3.325453	62.99213	-40.6	2.236942	-2.460636	-1.118471	-7.2	-6.100000000000001	17	1	1	F-WP	14	0	0	10.1706	0	Very Strong	5	Fly Zone ClassB Air Space	16	37.63616943359375	-122.3730926513672	55849	37.77182571595883	-122.4073950495943	705	2	6	15	10	9833	0	0	37	-90	0	-51.90000152587891	Yaw Follow	2	0	0	0	37	1	Retracted	2	Auto	2	0	1	0	0	0	0	0	0	0	Retract	0	0	0	0	0	0	0	0	38	89	445	8	3.543307	37.7717696	-122.4074496	1	251	N/A	N/A	No Data	N/A	N/A	No Data	Shoot Photo	0	0	0	0	0	1	0	1	1	37	1	99.55433	37	1	0	Unknown	0	Manual	0	Idle	0	0	0	0	No Data	53.7244821366836
06/04/2018 22:29:38	38.214		37.77177978532367	-122.4074720564078	38211	93	3986	-16974	21981	80	48	3706	3723	3707	3698	3690	3699	0	37.77166852979087	-122.4073523540189	3.325453	63.32021	-40.40000000000001	2.236942	-2.460636	-0.8947768	-7.4	-6.9	17	1	1	F-WP	14	0	0	10.49869	0	Very Strong	5	Fly Zone ClassB Air Space	16	37.63616943359375	-122.3730926513672	55849	37.77182571595883	-122.4073950495943	705	2	6	15	10	9833	0	0	49	-90	0	-51.09999847412109	Yaw Follow	2	0	0	0	48	1	Retracted	2	Auto	2	0	1	0	0	0	0	0	0	0	Retract	0	0	0	0	0	0	0	0	48	89	546	8	3.543307	37.7717696	-122.4074496	1	352	N/A	N/A	No Data	N/A	N/A	No Data	Shoot Photo	0	0	0	0	0	1	0	0	1	48	1	99.55433	48	1	0	Unknown	0	Manual	0	Idle	0	0	0	0	No Data	53.27788859738179
06/04/2018 22:29:38	38.314		37.77177978532367	-122.4074720564078	38311	93	3986	-16974	21981	80	147	3706	3723	3707	3698	3690	3699	0	37.77166947248212	-122.4073537133481	3.494215	62.99213	-40.2	2.236942	-2.68433	-0.8947768	-8.1	-7.100000000000001	17	1	1	F-WP	14	0	0	10.82677	0	Very Strong	5	Fly Zone ClassB Air Space	16	37.63616943359375	-122.3730926513672	55849	37.77182571595883	-122.4073950495943	705	2	6	15	10	9833	0	0	47	-90	0	-50.40000152587891	Yaw Follow	2	0	0	0	47	1	Retracted	2	Auto	2	0	1	0	0	0	0	0	0	0	Retract	0	0	0	0	0	0	0	0	47	89	646	8	3.543307	37.7717696	-122.4074496	1	451	N/A	N/A	No Data	N/A	N/A	No Data	Shoot Photo	0	0	0	0	0	1	0	0	1	46	1	99.55433	46	1	0	Unknown	0	Manual	0	Idle	0	0	0	0	No Data	52.76173199281736
